Rank,Players_name,Players_age,Team,Games_played,Games_started,Minutes_played_per_game,Field_goals_per_game,Field_goal_attempts_per_game,Field_goal_percentage,3_point_field_goals_per_game,3_point_field_goal_attempts_per_game,3_point_field_goal_percentage,2_point_field_goals_per_game,2_point_field_goal_attempts_per_game,2_point_field_goal_percentage,Effective_field_goal_percentage,Free_throws_per_game,Free_throw_attempts_per_game,Free_throw_percentage,Offensive_rebounds_per_game,Defensive_rebounds_per_game,Total_rebounds_per_game,Assists_per_game,Steals_per_game,Blocks_per_game,Turnovers_per_game,Personal_fouls_per_game,Points_per_game,Class,Total_stats,Points_per_game_percentage,Total_rebounds_per_game_percentage,Assists_per_game_percentage,Steals_per_game_percentage,Blocks_per_game_percentage,Turnovers_per_game_percentage,3_point_field_goals_per_game_percentage
98,Willie Cauley-Stein,28,DAL,18,2,9.8,0.9,1.9,0.457,0.1,0.1,0.5,0.8,1.8,0.455,0.471,0.1,0.1,0.5,0.7,1.4,2.1,0.5,0.3,0.2,0.4,0.9,1.9,0,5.5,0.34545454545454546,0.38181818181818183,0.09090909090909091,0.05454545454545454,0.03636363636363637,0.07272727272727274,0.018181818181818184
98,Willie Cauley-Stein,28,PHI,2,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0,1.5,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0
99,Ahmad Caver,25,IND,1,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Justin Champagnie,20,TOR,36,0,7.8,0.9,1.9,0.463,0.3,0.8,0.357,0.6,1.1,0.538,0.537,0.3,0.3,1.0,1.0,1.0,2.0,0.3,0.2,0.1,0.2,0.9,2.3,1,5.3999999999999995,0.42592592592592593,0.3703703703703704,0.05555555555555556,0.03703703703703704,0.01851851851851852,0.03703703703703704,0.05555555555555556
102,Chris Chiozza,26,GSW,34,1,10.9,0.7,2.4,0.296,0.5,1.6,0.321,0.2,0.8,0.25,0.401,0.1,0.1,0.667,0.3,0.8,1.1,1.9,0.4,0.0,0.9,0.9,2.0,2,6.800000000000001,0.2941176470588235,0.16176470588235295,0.2794117647058823,0.058823529411764705,0.0,0.1323529411764706,0.07352941176470587
103,Marquese Chriss,24,DAL,34,0,10.2,1.8,3.9,0.463,0.2,0.7,0.32,1.6,3.2,0.495,0.493,0.6,1.0,0.667,1.0,2.1,3.0,0.5,0.4,0.4,0.5,1.9,4.5,1,9.5,0.47368421052631576,0.3157894736842105,0.05263157894736842,0.042105263157894736,0.042105263157894736,0.05263157894736842,0.021052631578947368
104,Josh Christopher,20,HOU,74,2,18.0,3.0,6.8,0.448,0.8,2.6,0.296,2.3,4.2,0.54,0.504,1.1,1.5,0.735,0.7,1.8,2.5,2.0,0.9,0.2,1.5,1.3,7.9,2,15.8,0.5,0.1582278481012658,0.12658227848101264,0.056962025316455694,0.012658227848101266,0.09493670886075949,0.05063291139240506
105,Gary Clark,27,NOP,38,1,9.9,0.9,2.3,0.375,0.7,1.8,0.4,0.1,0.5,0.278,0.534,0.2,0.3,0.7,0.6,1.8,2.4,0.5,0.3,0.2,0.3,0.5,2.7,1,7.1,0.3802816901408451,0.3380281690140845,0.07042253521126761,0.04225352112676056,0.028169014084507046,0.04225352112676056,0.09859154929577464
106,Brandon Clarke,25,MEM,64,1,19.5,4.5,7.0,0.644,0.1,0.3,0.227,4.4,6.6,0.666,0.65,1.3,2.0,0.654,2.1,3.2,5.3,1.3,0.6,1.1,0.5,1.9,10.4,1,19.300000000000004,0.5388601036269429,0.2746113989637305,0.06735751295336787,0.031088082901554397,0.056994818652849735,0.02590673575129533,0.005181347150259067
107,Jordan Clarkson,29,UTA,79,1,27.1,5.9,14.1,0.419,2.4,7.6,0.318,3.5,6.5,0.535,0.504,1.8,2.2,0.828,0.8,2.6,3.5,2.5,0.8,0.2,1.6,1.9,16.0,2,27.0,0.5925925925925926,0.12962962962962962,0.09259259259259259,0.02962962962962963,0.007407407407407408,0.05925925925925926,0.08888888888888889
108,Nic Claxton,22,BRK,47,19,20.7,3.8,5.6,0.674,0.0,0.0,0.0,3.8,5.6,0.674,0.674,1.1,2.0,0.581,1.9,3.7,5.6,0.9,0.5,1.1,0.8,2.3,8.7,0,17.6,0.4943181818181817,0.3181818181818181,0.05113636363636363,0.028409090909090908,0.0625,0.045454545454545456,0.0
109,Amir Coffey,24,LAC,69,30,22.7,3.1,6.8,0.453,1.4,3.7,0.378,1.7,3.1,0.542,0.556,1.5,1.7,0.863,0.4,2.5,2.9,1.8,0.6,0.2,0.7,1.3,9.0,2,16.599999999999998,0.5421686746987953,0.1746987951807229,0.10843373493975905,0.03614457831325302,0.01204819277108434,0.042168674698795185,0.08433734939759037
110,John Collins,24,ATL,54,53,30.8,6.3,11.9,0.526,1.2,3.3,0.364,5.1,8.7,0.588,0.576,2.5,3.1,0.793,1.7,6.1,7.8,1.8,0.6,1.0,1.1,3.0,16.2,1,29.700000000000003,0.5454545454545454,0.2626262626262626,0.0606060606060606,0.0202020202020202,0.03367003367003367,0.037037037037037035,0.0404040404040404
111,Zach Collins,24,SAS,28,4,17.9,2.7,5.5,0.49,0.5,1.5,0.341,2.2,4.1,0.544,0.535,1.9,2.3,0.8,1.6,3.8,5.5,2.2,0.5,0.8,1.6,2.4,7.8,1,18.900000000000002,0.4126984126984126,0.291005291005291,0.1164021164021164,0.026455026455026454,0.042328042328042326,0.08465608465608465,0.026455026455026454
112,Darren Collison,34,LAL,3,0,12.3,0.7,2.3,0.286,0.0,1.0,0.0,0.7,1.3,0.5,0.286,0.0,0.0,0.0,0.0,1.3,1.3,0.7,0.3,0.0,0.3,1.7,1.3,2,3.8999999999999995,0.33333333333333337,0.33333333333333337,0.1794871794871795,0.07692307692307693,0.0,0.07692307692307693,0.0
113,Mike Conley,34,UTA,72,72,28.6,4.8,11.0,0.435,2.3,5.8,0.408,2.4,5.2,0.464,0.542,1.8,2.3,0.796,0.7,2.4,3.0,5.3,1.3,0.3,1.7,2.0,13.7,2,27.6,0.4963768115942028,0.10869565217391304,0.19202898550724637,0.04710144927536232,0.010869565217391304,0.06159420289855072,0.08333333333333333
114,Pat Connaughton,29,MIL,65,19,26.0,3.5,7.6,0.458,2.2,5.7,0.395,1.2,1.9,0.643,0.605,0.7,0.8,0.833,0.7,3.5,4.2,1.3,0.9,0.2,0.5,1.3,9.9,2,19.2,0.515625,0.21875000000000003,0.06770833333333334,0.046875,0.010416666666666668,0.026041666666666668,0.11458333333333334
115,Tyler Cook,24,CHI,20,2,10.0,1.2,1.9,0.605,0.0,0.0,0.0,1.2,1.9,0.605,0.605,1.1,1.6,0.656,0.8,1.9,2.7,0.2,0.2,0.2,0.4,1.4,3.4,1,7.1000000000000005,0.4788732394366197,0.38028169014084506,0.028169014084507043,0.028169014084507043,0.028169014084507043,0.056338028169014086,0.0
116,Sharife Cooper,20,ATL,13,0,3.0,0.2,1.1,0.214,0.1,0.5,0.167,0.2,0.6,0.25,0.25,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.0,0.0,0.4,0.1,0.5,2,1.8000000000000003,0.27777777777777773,0.2222222222222222,0.2222222222222222,0.0,0.0,0.2222222222222222,0.05555555555555555
117,Petr Cornelie,26,DEN,13,0,2.9,0.4,1.2,0.333,0.1,0.6,0.125,0.3,0.5,0.571,0.367,0.2,0.3,0.75,0.5,0.5,1.1,0.2,0.1,0.1,0.3,0.5,1.1,1,3.0000000000000004,0.36666666666666664,0.36666666666666664,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.09999999999999998,0.03333333333333333
118,DeMarcus Cousins,31,TOT,48,7,15.0,3.1,6.8,0.46,0.8,2.5,0.303,2.3,4.2,0.554,0.517,2.0,2.6,0.76,1.5,4.1,5.6,1.5,0.7,0.4,1.8,2.9,9.0,0,19.8,0.45454545454545453,0.2828282828282828,0.07575757575757576,0.03535353535353535,0.020202020202020204,0.09090909090909091,0.04040404040404041
118,DeMarcus Cousins,31,MIL,17,5,16.9,3.2,6.9,0.466,0.8,2.8,0.271,2.5,4.1,0.6,0.521,1.8,2.2,0.816,1.4,4.4,5.8,1.1,0.9,0.5,0.9,2.7,9.1,0,19.099999999999998,0.4764397905759163,0.30366492146596863,0.05759162303664923,0.04712041884816755,0.026178010471204192,0.04712041884816755,0.04188481675392671
118,DeMarcus Cousins,31,DEN,31,2,13.9,3.0,6.6,0.456,0.8,2.4,0.324,2.3,4.3,0.53,0.515,2.1,2.8,0.736,1.6,3.9,5.5,1.7,0.6,0.4,2.2,3.0,8.9,0,20.1,0.4427860696517413,0.2736318407960199,0.08457711442786069,0.029850746268656712,0.01990049751243781,0.10945273631840796,0.03980099502487562
119,Robert Covington,31,TOT,71,42,27.3,2.9,7.0,0.42,1.8,4.8,0.378,1.1,2.2,0.509,0.548,0.8,1.0,0.841,0.8,4.7,5.5,1.3,1.5,1.3,1.1,2.7,8.5,1,21.000000000000004,0.4047619047619047,0.26190476190476186,0.06190476190476189,0.07142857142857141,0.06190476190476189,0.052380952380952375,0.0857142857142857
119,Robert Covington,31,POR,48,40,29.8,2.7,7.0,0.381,1.6,4.8,0.343,1.0,2.2,0.462,0.499,0.6,0.8,0.833,0.9,4.9,5.7,1.4,1.5,1.3,1.2,2.8,7.6,1,20.300000000000004,0.3743842364532019,0.2807881773399014,0.0689655172413793,0.07389162561576353,0.06403940886699507,0.05911330049261082,0.07881773399014777
119,Robert Covington,31,LAC,23,2,22.1,3.5,7.0,0.5,2.1,4.7,0.45,1.4,2.3,0.604,0.651,1.2,1.4,0.848,0.8,4.3,5.1,1.0,1.3,1.2,0.7,2.5,10.4,1,21.8,0.47706422018348627,0.23394495412844035,0.04587155963302752,0.05963302752293578,0.055045871559633024,0.03211009174311926,0.0963302752293578
120,Torrey Craig,31,TOT,78,16,20.5,2.6,5.7,0.454,1.0,3.0,0.329,1.6,2.7,0.594,0.541,0.5,0.7,0.75,1.1,2.9,4.0,1.2,0.6,0.5,0.9,1.9,6.6,1,14.799999999999999,0.44594594594594594,0.2702702702702703,0.08108108108108109,0.04054054054054054,0.033783783783783786,0.060810810810810814,0.06756756756756757
120,Torrey Craig,31,IND,51,14,20.3,2.5,5.5,0.456,0.9,2.7,0.333,1.6,2.8,0.573,0.537,0.5,0.7,0.771,1.2,2.7,3.8,1.1,0.5,0.4,0.8,1.9,6.5,1,14.000000000000002,0.46428571428571425,0.2714285714285714,0.07857142857142857,0.03571428571428571,0.02857142857142857,0.05714285714285714,0.06428571428571428
120,Torrey Craig,31,PHO,27,2,20.8,2.7,5.9,0.45,1.1,3.6,0.323,1.5,2.4,0.641,0.547,0.4,0.6,0.706,1.0,3.3,4.3,1.2,0.8,0.6,1.0,2.1,6.9,1,15.899999999999999,0.43396226415094347,0.27044025157232704,0.07547169811320754,0.05031446540880504,0.03773584905660377,0.06289308176100629,0.06918238993710693
121,Jae Crowder,31,PHO,67,67,28.1,3.2,8.1,0.399,1.9,5.4,0.348,1.3,2.7,0.503,0.516,1.1,1.3,0.789,0.4,4.8,5.3,1.9,1.4,0.4,0.8,2.6,9.4,1,21.099999999999994,0.4454976303317537,0.2511848341232228,0.09004739336492892,0.06635071090047395,0.018957345971563986,0.03791469194312797,0.09004739336492892
122,Jarrett Culver,22,MEM,37,0,9.1,1.4,3.6,0.378,0.3,1.3,0.255,1.1,2.4,0.443,0.422,0.4,0.9,0.471,0.4,0.9,1.3,0.9,0.5,0.1,0.5,1.1,3.5,2,7.1,0.49295774647887325,0.18309859154929578,0.1267605633802817,0.07042253521126761,0.014084507042253523,0.07042253521126761,0.04225352112676056
123,Jarron Cumberland,24,POR,3,0,4.0,0.3,0.7,0.5,0.0,0.3,0.0,0.3,0.3,1.0,0.5,0.0,0.0,0.0,0.3,0.7,1.0,0.3,0.0,0.0,0.0,0.7,0.7,2,2.0,0.35,0.5,0.15,0.0,0.0,0.0,0.0
124,Cade Cunningham,20,DET,64,64,32.6,6.7,16.1,0.416,1.8,5.7,0.314,4.9,10.4,0.472,0.471,2.2,2.6,0.845,0.9,4.6,5.5,5.6,1.2,0.7,3.7,3.1,17.4,2,35.9,0.4846796657381615,0.15320334261838442,0.15598885793871867,0.033426183844011144,0.019498607242339833,0.1030640668523677,0.05013927576601672
125,Seth Curry,31,TOT,64,64,33.4,5.6,11.5,0.487,2.5,5.8,0.422,3.2,5.7,0.553,0.594,1.3,1.5,0.872,0.3,2.8,3.1,3.6,0.8,0.2,1.7,2.3,15.0,2,26.900000000000002,0.5576208178438661,0.11524163568773234,0.13382899628252787,0.02973977695167286,0.007434944237918215,0.06319702602230483,0.09293680297397769
125,Seth Curry,31,PHI,45,45,34.8,5.7,11.7,0.485,2.2,5.6,0.4,3.5,6.2,0.561,0.58,1.4,1.6,0.877,0.4,3.0,3.4,4.0,0.8,0.2,1.9,2.2,15.0,2,27.499999999999996,0.5454545454545455,0.12363636363636366,0.14545454545454548,0.029090909090909098,0.0072727272727272745,0.06909090909090909,0.08000000000000002
125,Seth Curry,31,BRK,19,19,29.9,5.5,11.1,0.493,3.1,6.5,0.468,2.4,4.6,0.529,0.63,0.9,1.1,0.857,0.2,2.4,2.6,2.6,0.9,0.2,1.3,2.5,14.9,2,25.6,0.58203125,0.1015625,0.1015625,0.03515625,0.0078125,0.05078125,0.12109375
126,Stephen Curry,33,GSW,64,64,34.5,8.4,19.1,0.437,4.5,11.7,0.38,3.9,7.4,0.527,0.554,4.3,4.7,0.923,0.5,4.7,5.2,6.3,1.3,0.4,3.2,2.0,25.5,2,46.4,0.5495689655172414,0.11206896551724138,0.13577586206896552,0.028017241379310345,0.008620689655172414,0.06896551724137931,0.09698275862068965
127,Anthony Davis,28,LAL,40,40,35.1,9.3,17.4,0.532,0.3,1.8,0.186,8.9,15.6,0.571,0.542,4.4,6.1,0.713,2.7,7.2,9.9,3.1,1.2,2.3,2.1,2.4,23.2,0,42.1,0.5510688836104513,0.23515439429928742,0.07363420427553444,0.02850356294536817,0.05463182897862232,0.0498812351543943,0.007125890736342042
128,Ed Davis,32,CLE,31,3,6.5,0.4,0.5,0.688,0.0,0.0,0.0,0.4,0.5,0.688,0.688,0.2,0.5,0.429,0.5,1.6,2.1,0.2,0.1,0.3,0.2,1.1,0.9,0,3.8000000000000003,0.23684210526315788,0.5526315789473684,0.05263157894736842,0.02631578947368421,0.07894736842105263,0.05263157894736842,0.0
129,Terence Davis,24,SAC,30,11,17.9,3.8,8.9,0.423,1.6,5.0,0.329,2.1,3.9,0.542,0.515,1.2,1.5,0.818,0.4,2.8,3.1,1.3,0.8,0.4,1.1,2.3,10.4,2,18.700000000000003,0.5561497326203207,0.16577540106951869,0.0695187165775401,0.0427807486631016,0.0213903743315508,0.058823529411764705,0.0855614973262032
130,Gabriel Deck,26,OKC,7,0,8.0,1.1,2.0,0.571,0.3,0.6,0.5,0.9,1.4,0.6,0.643,0.0,0.0,0.0,0.1,0.7,0.9,0.7,0.1,0.0,0.3,0.3,2.6,1,4.8999999999999995,0.5306122448979592,0.18367346938775514,0.14285714285714288,0.020408163265306124,0.0,0.06122448979591837,0.06122448979591837
